name,description,category,brand,product_details,average_rating,reviews_count,price
Bali Women's Cotton Collection Underwire T-Shirt Bra,"Bring the spirit of Bali into your home with this Balinese Dancers Acrylic. Sourced from Ubud, Bali, Indonesia and crafted with Canvas & Acrylic, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,Bali,"Paintings, on, BatchArtistry, BohoStyle",4.2,146,19.99
Bali Women's Breathe Full Coverage Minimizer Bra,"This Rattan Market Bag is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Seagrass, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Rattan & Woven Bags,One Hanes Place,"Rattan, Woven, NaturalMaterial, WoodCarvingSculpture",4.1,91,23.99
Bali Women's Brief Panty Skimp Skamp,"This Temple Incense Bundle is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Natural Resin, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Incense & Aromatherapy,Bali,"Incense, Aromatherapy, HandmadeBali, BatchArtistry, GianyarCraft",4.0,4041,14.0
Bali Women's Coolest Smoothing Foam Wireless Bra - Purple Mauve - Size 38DDD,"Bring the spirit of Bali into your home with this Endek Weave Cloth. Sourced from Gianyar, Bali, Indonesia and crafted with Silk, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Batik & Textile,Macy's,"Batik, Textile, EcoFriendly, HandmadeBali, ArtisanMade",4.3,76,54.0
Bali Women's Full-Cut-Fit Stretch Cotton Brief,"authentic Rangda Mask from Batubulan, Bali, Indonesia. Crafted using Cempaka Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Masks & Folk Art,Bali,"Masks, Folk, SilverJewelry, TegallalangWood",4.3,2075,14.0
"Bali Double Support Full Coverage Wireless Full Coverage Bra 3820, B, Pink | Limited Time Special","vintage Balinese Dancers Acrylic — A true representation of Balinese artistry. Using Canvas & Oil sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,JCPenney,"Paintings, on, SilverJewelry, UbudArt",4.2,6749,24.99
Bali Women's Comfort Revolution Hi Cut,"Discover this painted Barong Mask, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Coconut Shell construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,Bali,"Wood, Carving, SilverJewelry, GianyarCraft",4.3,1377,14.0
Bali Women's Comfort Revolution Seamless Wirefree Bra,"Discover this custom Rangda Mask, handcrafted in Sukawati, Bali, Indonesia using traditional Balinese techniques. The Painted Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Masks & Folk Art,One Hanes Place,"Masks, Folk, BalineseJewelry, BohoStyle",3.8,333,21.99
Bali Women's Comfort Revolution Microfiber Brief,"Bring the spirit of Bali into your home with this Topeng Mask. Sourced from Batubulan, Bali, Indonesia and crafted with Cempaka Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Masks & Folk Art,Bali,"Masks, Folk, HandmadeBali, SilverJewelry",4.4,2782,14.0
Bali Women's Passion For Comfort Lace Brief Panty,"This Endek Weave Cloth is a masterpiece of Sukawati, Bali, Indonesia heritage. Made from ethically sourced Silk, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Batik & Textile,Kohl's,"Batik, Textile, IncenseBali, BalineseJewelry, GianyarCraft",4.3,172,14.0
Women's Bali Df0044 Double Support Soft Touch Wirefree Bra,"handcrafted Lotus Pond Artwork from Mas Village, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,Bali,"Paintings, on, SilverJewelry, BatchArtistry",3.8,889,12.98
Bali Women's Coolest Smoothing Underwire T-Shirt Bra DF4580 - Pink Pirouette - Size 40DDD,"Discover this rustic Temple Ceremony Painting, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Oil construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,Macy's,"Paintings, on, SilverJewelry, WoodCarving",3.7,454,54.0
Bali Women's Cotton Collection Hi-Cut Underwear 3-Pack dfleh3,"Bring the spirit of Bali into your home with this Ata Vine Basket. Sourced from Gianyar, Bali, Indonesia and crafted with Seagrass, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Rattan & Woven Bags,Bali,"Rattan, Woven, IncenseBali, SustainableWood",3.9,39,14.99
Bali Women's Cotton Collection 2-Ply Underwire Bra,"heritage Temple Ceremony Painting — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,One Hanes Place,"Paintings, on, WoodCarving, TegallalangWood",4.1,159,19.99
Bali Women's One Smooth U All Around Smoothing Brief,"This Topeng Mask is a masterpiece of Batubulan, Bali, Indonesia heritage. Made from ethically sourced Waru Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Masks & Folk Art,Bali,"Masks, Folk, OrganicBali, TraditionalCraft",4.2,897,14.0
Bali Women's Comfort Revolution Seamless Brief Panties,"This Bamboo Shoulder Bag is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Rattan & Bamboo, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Rattan & Woven Bags,Bali,"Rattan, Woven, CelukSilver, BohoStyle",4.0,72,14.0
Bali Women's Breathe T-Shirt Underwire Bra,"Discover this rustic Kemenyan Resin, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Natural Resin construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,One Hanes Place,"Incense, Aromatherapy, OrganicBali, CeramicBali, EcoFriendly",4.6,64,23.99
Bali Women's Lux Cotton Essentials Brief Underwear,"exquisite Temple Incense Bundle from Ubud, Bali, Indonesia. Crafted using Sandalwood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Incense & Aromatherapy,JCPenney,"Incense, Aromatherapy, IndonesianCraft, WoodCarving, ArtisanMade",4.2,49,13.0
Bali Women's Coolest Smoothing Foam Wireless Bra - Black with Almond - Size 38DDD,"vintage Frangipani Incense Bar — A true representation of Balinese artistry. Using Kemenyan Resin sourced from local villages, our artisans in Gianyar, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Incense & Aromatherapy,Macy's,"Incense, Aromatherapy, TegallalangWood, CeramicBali, ArtisanMade",4.3,76,54.0
Bali Women's Modern Seamless Lace Trim Brief Underwear,"elegant Coconut Shell Lamp — A true representation of Balinese artistry. Using Bamboo sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Home Decor,Bali,"Home, Decor, IncenseBali, BohoStyle, IslandArt",4.5,200,14.0
"Tree Roots,'Hand Carved Suar Wood Tree Relief Panel from Bali'","This Coconut Aromatic Stick is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Natural Resin, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Incense & Aromatherapy,Unicef Market,"Incense, Aromatherapy, HomeDecorationBali, WoodCarvingSculpture, HandmadeBali",4.61,0,148.49
Bali Women's Full-Cut-Fit Brief Panties,"This Shadow Puppet Panel is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Suar Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wall Art & Panels,BeyondStyle,"Wall, Art, BalineseMask, EcoFriendly",3.8,274,8.82
"Bali Women's Satin Tracings Minimizer Bra, Style DF3562 - Celebrity approved, Shop More Save More | thepippgroup.com","exquisite Palm Leaf Clutch from Gianyar, Bali, Indonesia. Crafted using Natural Rattan by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Rattan & Woven Bags,thepippgroup.com,"Rattan, Woven, GianyarCraft, TraditionalCraft",4.84,0,9.79
Bali Lace 'N Smooth Body Shaper,"This Dragon Door Knocker is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Coconut Shell, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,ShoeMall,"Wood, Carving, IndonesianCraft, GianyarCraft",4.84,0,60.0
Bali Women's Passion for Comfort Lace Underwire Bra,"Discover this sacred Bamboo Shoulder Bag, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Rattan & Bamboo construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Rattan & Woven Bags,Kohl's,"Rattan, Woven, TegallalangWood, BohoStyle",4.0,456,54.0
Bali Women's Comfort Revolution ComfortFlex Fit Bra s,"handwoven Traditional Dance Mask from Batubulan, Bali, Indonesia. Crafted using Waru Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Masks & Folk Art,AccessoryZ,"Masks, Folk, OrganicBali, RattanBag",4.1,10086,35.69
Bali Comfort Revolution EasyLite Seamless Wirefree DF3491,"premium Balinese Dancers Acrylic from Mas Village, Bali, Indonesia. Crafted using Canvas & Oil by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,AccessoryZ,"Paintings, on, BalineseJewelry, TegallalangWood",3.9,3810,58.99
Bali Women's Comfort Revolution Wire-Free Bra,"This Balinese Dancers Acrylic is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Canvas & Acrylic, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,Bali,"Paintings, on, EcoFriendly, TegallalangWood",4.3,14317,21.99
"Bali Women's Comfort Revolution Wire Free Bra, DF3463","exquisite Byzantine Chain Necklace from Celuk, Bali, Indonesia. Crafted using Sterling Silver & Turquoise by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Silver Jewelry,my discontinued bra,"Silver, Jewelry, SustainableWood, BohoStyle, WoodCarvingSculpture",4.99,0,44.0
Bali Women's 2-Pack Firm Control Tummy Panel Briefs,"Discover this handcrafted Batik Table Runner, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Linen construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Batik & Textile,Mason Easy Pay,"Batik, Textile, BalineseMask, GianyarCraft, NaturalMaterial",4.2,887,37.0
Bali Women's Comfort Revolution Seamless Hi-Cut Panties 3-Pack,"This Rice Field Watercolor is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Watercolor Paper, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,Instacart,"Paintings, on, BatchArtistry, WoodCarvingSculpture",3.7,74,28.05
Bali Coffee Pods - Standard / 12 Pack,"rustic Tropical Canvas Print — A true representation of Balinese artistry. Using Suar Wood sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wall Art & Panels,The Daily Drip Coffee,"Wall, Art, CelukSilver, TegallalangWood",4.98,0,22.99
Bali Women's Comfort Revolution ComfortFlex Fit Wirefree Bra,"traditional Woven Placemats Set from Celuk, Bali, Indonesia. Crafted using Coconut Shell by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Home Decor,BeyondStyle,"Home, Decor, CeramicBali, IncenseBali, CelukSilver",4.1,10086,44.0
